Smile
C(=Cc1nc2ccccc2o1)c1ccc(cc1)N
Cc1ccc(cc1)NCC(c1ccc(cc1)c1ccccc1)=O
C1c2ccccc2c2ccc(cc12)c1csc(N)n1
Cc(cccc1)c1NC(NCCN1CC1)=O
O=C(NCCCN1CC1)Nc1cccc2ccccc12
Nc1nc(N)nc(Nc(cc2)ccc2Br)c1/C=N/c(cc1)ccc1Br
[O-][N+](c(cc1)cc(C(c2c3)=O)c1-c2cc(Br)c3/N=C(/C(F)(F)F)\NO)=O
C(CSc1nc(cccc2)c2s1)Nc1ccccc1
C1CC(CNC1)(CNCc1cccc(c1)OCc1ccccc1)O
C1C(CN)Oc2c1cc(cc2F)c1ccc2c(cco2)c1
CC(c1cc(c2ccccc2)[nH]n1)N(C)C(c1cn(CCN)nn1)=O
C1C(CN)Oc2c1cc(cc2[Cl])c1ccc(cn1)C(N)=O
O=C1OC(c2cc(-c3ccccc3)nc3ccccc23)=NN1
C1C(CN1Cc1ccc(cc1)OCCO)Oc1ccccc1[Cl]
Nc(ccc(Oc(cc1)cc([N+]([O-])=O)c1N)c1)c1[N+]([O-])=O
CC(C)Oc1cc(NCC2=Cc3ccc(cc3NC2=O)F)nc(N)n1
CN(CCO)C[C@@H]1CN(Cc2cccc3c4ccccc4sc23)C[C@@H]1CO
CN(Cc1cccc(c1)OCC=C)c1c2ccccc2nc(CCN)n1
C1CC(CCc2ccccc2C(F)(F)F)CN(C1)C(CN)=O
NCC(Nc(ccc(Cl)c1)c1C(c1ccc[nH]1)=O)=O
C1CCC(C1)(C#N)c1ccc(cc1)c1cccc2CNCCc12
Cc1cc(NC(Nc(cc2)ccc2SC)=O)ncc1
C1COCC(CN1)CNC(Nc1cccc(c1)c1ccc(cc1)F)=O
CN(C)c1c(cnc(c2cccc3CC(CN)Oc23)n1)F
Cc1ccc(c2ccccc2CCN)c2cccnc12
C1CNCc2cc(C(NC3c4ccccc4c4ccccc34)=O)nn2C1
Cc1c(cc(cc1[Cl])C(NCC(Cc1ccco1)CO)=O)[Cl]
C1CN(CCC1Oc1ccc(cc1)F)c1cc(NCCO)nc(N)n1
C1CC(CN(C1)CCNC(c1ccc2c(ccs2)c1)=O)CO
CCOc1ccc(CN2CCC(CC2)(C(O)=O)Oc2cccc(c2)F)cc1CO
C(CN)c1cccc(c1)c1ccc(cc1[Cl])F
Cc1c(C(C(NCCNc2cccnc2)=O)N)c(C)[nH]n1
Cc1cc2CC(CN)Oc2c(c1)c1cnc2ccccc2n1
C1CC(CNC1)c1cc(c2ccc(c(c2)[Cl])[Cl])nc(c1C#N)N
CCCC(c1cccs1)Nc1c2CCNCc2nc(c2cccnc2)n1
C1CC(c2cccc(c2)c2cc(N)nc3c2cc[nH]3)NC1
