sdf_file	smiles	score	convert_loss
2.sdf	COc1ccccc1OCC(CO)O	-7.8592013120651245	0.9374967813491821
1.sdf	c1c(cc(c(c1C(O)=O)N)[Cl])[Cl]	-1.8423280715942383	1.1576299667358398
3.sdf	C(CN1CCOCC1)N	3.43014132976532	1.4976352453231812
